127.0.0.1 - - [01/Oct/2021:15:33:54 +0700] "GET / HTTP/1.1" 404 955
0:0:0:0:0:0:0:1 - - [01/Oct/2021:16:00:30 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:16:00:30 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:16:00:31 +0700] "POST /TrainingGESO/DonHangListSvl_Vy HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:16:00:31 +0700] "GET /TrainingGESO/pages/Erp/DonHangNew_Vy.jsp HTTP/1.1" 200 40973
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:02:29 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:02:38 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B%20 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:02:40 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B%20%20 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:04:52 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B1 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:04:58 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=1 HTTP/1.1" 200 65
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:05:12 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B12 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:05:17 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=12 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:05:25 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B2 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:05:29 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B11 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:05:29 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B111 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:05:30 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B1111 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:05:33 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B111 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:14:15 +0700] "GET /TrainingGESO/DonHangListSvl_Vy?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:14:15 +0700] "GET /TrainingGESO/pages/Erp/DonHangList_Vy.jsp HTTP/1.1" 200 11018
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:14:15 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:14:15 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:14:15 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:14:17 +0700] "POST /TrainingGESO/DonHangListSvl_Vy HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:14:17 +0700] "GET /TrainingGESO/pages/Erp/DonHangNew_Vy.jsp HTTP/1.1" 200 40971
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:14:25 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:18:14:26 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=%2B1 HTTP/1.1" 200 28
